run_id,event,pc,lr,r0,r1,r2,r3,r9,ptr,hex,ascii,note
1784735556145,STRCMP_ENTER,0xAC2D0,0x2E53DD,0x27FA30,0x2E8458,0xAC2D0,0x27FA38,0x280400,0x27FA30,6777790000000000,gwy.....,"lhs"
1784735556145,STRCMP_RHS,0xAC2D0,0x2E53DD,0x27FA30,0x2E8458,0xAC2D0,0x27FA38,0x280400,0x2E8458,6777790047505400,gwy.GPT.,"rhs_expect_GPT"
1784735556145,STRCMP_ENTER,0xAC2D0,0x2E53DD,0x27FA31,0x2E8459,0x67,0x67,0x280400,0x27FA31,7779000000000000,wy......,"lhs"
1784735556145,STRCMP_RHS,0xAC2D0,0x2E53DD,0x27FA31,0x2E8459,0x67,0x67,0x280400,0x2E8459,777900475054006E,wy.GPT.n,"rhs_expect_GPT"
1784735556145,STRCMP_ENTER,0xAC2D0,0x2E53DD,0x27FA32,0x2E845A,0x77,0x77,0x280400,0x27FA32,7900000000000000,y.......,"lhs"
1784735556145,STRCMP_RHS,0xAC2D0,0x2E53DD,0x27FA32,0x2E845A,0x77,0x77,0x280400,0x2E845A,7900475054006E61,y.GPT.na,"rhs_expect_GPT"
1784735556145,STRCMP_ENTER,0xAC2D0,0x2E53DD,0x27FA33,0x2E845B,0x79,0x79,0x280400,0x27FA33,0000000000000000,........,"lhs"
1784735556145,STRCMP_RHS,0xAC2D0,0x2E53DD,0x27FA33,0x2E845B,0x79,0x79,0x280400,0x2E845B,00475054006E6170,.GPT.nap,"rhs_expect_GPT"
1784735556145,GPT_FIELD_MEMCPY,0x2E31AE,0x2E53EF,0x27FA48,0x281029,0x2,0x94E94,0x280400,0x281029,4D00000000000000,M.......,"src_base_plus_349"
1784735556145,GPT_OBJ_FROM_GLOBAL,0x2E31AE,0x2E53EF,0x2D431C,0x281EFC,0x38,0x0,0x280400,0x2D4354,FC1E2800,..(.,"*(0x2D431C+0x38)"
1784735556145,GPT_OBJ_R4,0x2E31AE,0x2E53EF,0x281EFC,0x0,0x0,0x0,0x280400,0x281EFC,,,"r4_object"
1784735556145,GPT_BUF_SLOT,0x2E31AE,0x2E53EF,0x281EFC,0x280CD4,0x1C0,0x0,0x280400,0x2820BC,D40C2800,..(.,"*(object+0x1C0)"
1784735556145,GPT_BUF_BASE_BYTES,0x2E31AE,0x2E53EF,0x280CE0,0x0,0x10,0x0,0x280400,0x280CE0,000000000000000000000000000000,...............,"16_at_base"
1784735556145,GPT_ERW_8D0_FAMILY,0x2E31AE,0x2E53EF,0x0,0x0,0x0,0x0,0x280400,0x280CD0,,,"vals_at_8d0_8d4_8d8"
1784735556145,GPT_FIELD_MEMCPY,0x2E31AE,0x2E5445,0x2A83D8,0x28104B,0x4D,0x94E94,0x280400,0x28104B,6E61707074797065,napptype,"src_base_plus_349"
1784735556145,GPT_OBJ_FROM_GLOBAL,0x2E31AE,0x2E5445,0x2D431C,0x281EFC,0x38,0x0,0x280400,0x2D4354,FC1E2800,..(.,"*(0x2D431C+0x38)"
1784735556145,GPT_OBJ_R4,0x2E31AE,0x2E5445,0x281EFC,0x0,0x0,0x0,0x280400,0x281EFC,,,"r4_object"
1784735556145,GPT_BUF_SLOT,0x2E31AE,0x2E5445,0x281EFC,0x280CD4,0x1C0,0x0,0x280400,0x2820BC,D40C2800,..(.,"*(object+0x1C0)"
1784735556145,GPT_BUF_BASE_BYTES,0x2E31AE,0x2E5445,0x280D02,0x0,0x10,0x0,0x280400,0x280D02,000000000000000000000000000000,...............,"16_at_base"
1784735556145,GPT_ERW_8D0_FAMILY,0x2E31AE,0x2E5445,0x0,0x0,0x0,0x0,0x280400,0x280CD0,,,"vals_at_8d0_8d4_8d8"
1784735556145,GPT_FIELD_MEMCPY,0x2E31AE,0x2E54AB,0x68327C,0x281033,0x4,0x94E94,0x280400,0x281033,0100000000000000,........,"src_base_plus_349"
1784735556145,GPT_OBJ_FROM_GLOBAL,0x2E31AE,0x2E54AB,0x2D431C,0x281EFC,0x38,0x0,0x280400,0x2D4354,FC1E2800,..(.,"*(0x2D431C+0x38)"
1784735556145,GPT_OBJ_R4,0x2E31AE,0x2E54AB,0x281EFC,0x0,0x0,0x0,0x280400,0x281EFC,,,"r4_object"
1784735556145,GPT_BUF_SLOT,0x2E31AE,0x2E54AB,0x281EFC,0x280CD4,0x1C0,0x0,0x280400,0x2820BC,D40C2800,..(.,"*(object+0x1C0)"
1784735556145,GPT_BUF_BASE_BYTES,0x2E31AE,0x2E54AB,0x280CEA,0x0,0x10,0x0,0x280400,0x280CEA,000000000000000000000000000000,...............,"16_at_base"
1784735556145,GPT_ERW_8D0_FAMILY,0x2E31AE,0x2E54AB,0x0,0x0,0x0,0x0,0x280400,0x280CD0,,,"vals_at_8d0_8d4_8d8"
