case,method0_ret,armed,saw_2e3fba_neg,apply_q,skip_entry,fail_needle,needle_chain,note
B_n_plus_b,-1,1,0,1,1,,napptype>nextid>ncode>narg>narg1>nmrpname>bapptype,"bapptype PASS; next fail pc=0xA1B8C"
