run_id,first_failure_seq,failure_pc,failure_lr,enclosing_function,failing_callee,platform_api,input_args,return_value,branch_pc,predicate,final_helper_return_path,evidence,class
1784721936249,5731,0x2E3FBA,0x0,method0_dispatch,0xAC4A4,"",input=0x0_len=2011,-1,0x2E3FBA,"RETURN_NEG1_IMMEDIATE",helper_r0,r0_became_-1_at_pc=0x2E3FBC after=0x2E3FBA,RETURN_NEG1_IMMEDIATE
