n,pc,lr,app,code,param0,str_va,str_hex,enc,x,y,color,clip_x,clip_y,clip_w,clip_h,mode,ret,handled,font,fallback,note
1,0x280058,0x304589,0x7,0x2A83AC,0x27FF10,0x314338,"C7 EB C9 D4 B5 C8",GBK,112,261,0xFFFFFF,0,0,240,320,0x70,0,1,"Microsoft YaHei",0,chain_305bfc_cstr
