run_id,package,package_id,generation,archive,source,appid,appver,guest_ptr,sidName,ram,binding_valid
1784723320206,"gwy/gamelist.mrp",2,5,"C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\game_files\mythroad\320x480/gwy/gamelist.mrp","MRP_HEADER",400101,1006,0x692594,0x0,0,1
