seq,phase,object,f08,f0c,f14,f30,buf_base,cursor,end,capacity_guess,record_count_guess,trigger_pc,note
1,during_opcode,0x2A8264,0x2ACA1C,0x2AC9D4,0x2A84CC,0x100,0x2AF8F8,0x2AF8F8,0x2AF908,16,23874,0x0,"object_at_1C40C"
2,during_opcode,0x2A8264,0x2ACA1C,0x2AC9D4,0x2A84CC,0x100,0x2AF8F8,0x2AF8F8,0x2AF908,16,23875,0x0,"object_field_write"
3,post_1B,0x2A8264,0x2AC9D4,0x2AC9D4,0x2A84CC,0x100,0x2AF8F8,0x2AF8F8,0x2AF908,16,23877,0x0,"post_1B_exit"
4,post_1B,0x2A8264,0x2AC9D4,0x2AC9D4,0x2A84CC,0x100,0x2AF8F8,0x2AF8F8,0x2AF908,16,23877,0x0,"object_field_write"
5,post_1B,0x2A8264,0x2AC9D4,0x2AC9D4,0x2A84B4,0x100,0x2AF8F8,0x2AF8F8,0x2AF908,16,23878,0x0,"object_field_write"
6,post_1B,0x2A8264,0x2AC9D4,0x2AC984,0x2A84B4,0x100,0x2AF8F8,0x2AF8F8,0x2AF908,16,23879,0x0,"object_field_write"
