run_id,dispatch_call_id,epoch,pc,lr,sp,cpsr,r0,r1,r2,r3,r9,er_rw,b54_head,b71,15d,134d,c76,event_code,event_index,dispatch_target,reached_2dc4d8,local_instruction_count,basic_block_count,since_pop,until_gate,first_blocking_pc,first_blocking_pred,first_blocking_detail
pah_A_20260724_234631,1,3,0x2E2520,0x2DC8D9,0x27FFD8,0x1F3,0x2A8374,0x1,0x0,0x0,0x2B1854,0x2B1854,0x2829D4,0,0,0,0,4294967295,4294967295,0x0,0,0,0,4294967295,0,0x0,"",""
