run_id,seq,stage,pc,15C,15D,B71,134D,C76,UI_MODE
pah_A_20260724_234258,1,before_2E4040_via_2E2520,0x2E2520,1,0,0,0,0,0x0
pah_A_20260724_234258,2,handler_enter,0x2E4040,1,0,0,0,0,0x0
pah_A_20260724_234258,204,handler_return,0x30A108,1,0,0,0,0,0x0
