run_id,seq,handler_call_id,depth,kind,source_pc,target,lr,r0,r1,r2,r3,ret
pah_A_20260724_234258,6,1,1,BL,0x2E405E,0x2F68E4,0x2E4063,0x0,0x2A8374,0x0,0x1B00,0x0
pah_A_20260724_234258,7,1,2,BL,0x2F68FA,0x308D98,0x2F68FF,0x2A8364,0x2B23B4,0x4,0x1B00,0x0
pah_A_20260724_234258,12,1,2,BL,0x2F6908,0x30A0CC,0x2F690D,0x2A8364,0x2B23B4,0x4,0x57786201,0x0
pah_A_20260724_234258,15,1,3,BL,0x30A0F6,0x2D99AC,0x30A0FB,0x401,0x400,0x0,0x57786201,0x0
pah_A_20260724_234258,16,1,4,BL,0x2D9A6E,0x304558,0x2D9A73,0x10138,0x27FF68,0x27FF64,0x27FF60,0x0
pah_A_20260724_234258,17,1,5,BLX_Rm,0x304586,0x280058,0x304589,0x10138,0x27FF68,0x27FF64,0x27FF60,0x0
pah_A_20260724_234258,18,1,6,BL,0x2D9AA4,0x304A7C,0x2D9AA9,0x405,0x27FF68,0x27FF64,0x0,0x0
pah_A_20260724_234258,19,1,7,BLX_Rm,0x304A9A,0x80160,0x304A9D,0x409,0x80160,0x27FF64,0x0,0x0
pah_A_20260724_234258,20,1,8,BLX_Rm,0x2D9AD0,0x94E34,0x2D9AD3,0x2AC8F8,0x0,0x405,0x94E34,0x0
