# run_id=p22h_20260802_004100_60536 source_commit=819ef645ae90ab7ee0cf4e16415af2b23b165d91 main_exe=630858e442e7be195b31ef49b04ad4c335b5f8f3b450f9e246a81c744f1f1950 raw_ext=70abc063dae99c95e7d9d7a44db5117c9512a430078c2672ecae9e28c3616414 runtime_sha=PENDING module_id=UNKNOWN_NOT_EXPOSED runtime_base=0x0 helper=0x0 ERW=0x0 P=UNKNOWN_NOT_EXPOSED gen=UNKNOWN_NOT_EXPOSED owner=UNKNOWN_NOT_EXPOSED gaps=none
method,hit_n,first_source,first_host_fn,first_caller_pc,supports_from_same_dispatcher
2,1,HOST_timer_FIRE_EXT,bridge_ext_helper_call,0x28025C,0
