# run_id=p22h_20260802_004100_60536 source_commit=819ef645ae90ab7ee0cf4e16415af2b23b165d91 main_exe=630858e442e7be195b31ef49b04ad4c335b5f8f3b450f9e246a81c744f1f1950 raw_ext=70abc063dae99c95e7d9d7a44db5117c9512a430078c2672ecae9e28c3616414 runtime_sha=PENDING module_id=UNKNOWN_NOT_EXPOSED runtime_base=0x0 helper=0x0 ERW=0x0 P=UNKNOWN_NOT_EXPOSED gen=UNKNOWN_NOT_EXPOSED owner=UNKNOWN_NOT_EXPOSED gaps=none
sequence,helper,method,caller_module,caller_pc,call_insn,lr_cont,helper_reg,helper_src_mem,helper_writer,producer_event,host_fn,source,R0,R1,R2,R3,R9,ERW,P,stack0,stack1,stack2,stack3,stack4,stack5,stack6,stack7,ret,return_consumer
12,0x2E3099,1,gamelist.ext,0x2E3098,UNKNOWN_NOT_EXPOSED,0x89BF0,-1,0x0,LOG_PARSE,UNKNOWN_NOT_EXPOSED,UNKNOWN_NOT_EXPOSED,NATIVE_GUEST,0x2AC8EC,0x1,0x2A835C,0xC,0x280400,0x2AF58,0x2AC8EC,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,pending
