call_id,resource_sequence,member_name,tag,pc,sp,lr,r0,r4,r5,r6,r9
1,1,"loadingbar!201!29.bmp",LOOKUP_CALLSITE,0x304BF0,0x27FE80,0x2D93D1,0x2B216C,0x6BBB98,0x0,0x6BBB48,0x2B1858
0,0,"",LOOKUP_CONTINUATION,0x304BF4,0x27FE80,0x2D93D1,0x0,0x6BBB98,0x0,0x6BBB48,0x2B1858
1,1,"loadingbar!201!29.bmp",LOOKUP_CALLSITE,0x304BF0,0x27FE10,0x2D93D1,0x2B216C,0x6BBC58,0x0,0x6BBC08,0x2B1858
0,0,"",LOOKUP_CONTINUATION,0x304BF4,0x27FDEC,0x2D93D1,0x2B216C,0x6BBC58,0x0,0x6BBC08,0x2B1858
0,0,"",CALLER_CONTINUATION,0x2D93D2,0x27FE10,0x304609,0x0,0x6BBC58,0x0,0x6BBC08,0x2B1858
1,1,"bar!16!18.bmp",LOOKUP_CALLSITE,0x304BF0,0x27FE10,0x2D93D1,0x2B216C,0x6BEA50,0x0,0x6BEA08,0x2B1858
0,0,"",LOOKUP_CONTINUATION,0x304BF4,0x27FE10,0x2D93D1,0x0,0x6BEA50,0x0,0x6BEA08,0x2B1858
