run_id,source_block,branch_pc,target_block,taken,not_taken,cpsr,lhs,rhs,cmp
fs9_B_20260725_020327,0x2F68E4,0x2F68FA,0x308D99,0,1,0x1F3,0x0,0x0,?
fs9_B_20260725_020327,0x2F68E4,0x2F68FA,0x2F68FF,1,0,0x1F3,0x0,0x0,?
fs9_B_20260725_020327,0x2F68E4,0x2F6900,0x2F6953,1,0,0x600001F3,0x0,0x0,?
fs9_B_20260725_020327,0x2F68E4,0x2F6900,0x2F6903,0,1,0x600001F3,0x0,0x0,?
