run_id,seq,stage,pc,15C,15D,B71,134D,C76,UI_MODE
fs9_B_20260725_020327,1,before_2E4040_via_2E2520,0x2E2520,1,0,0,0,0,0x0
fs9_B_20260725_020327,2,handler_enter,0x2E4040,1,0,0,0,0,0x0
fs9_B_20260725_020327,3,inside_2E4066,0x2E4066,1,0,0,0,0,0x0
fs9_B_20260725_020327,4,bl_2DADC4,0x2E4066,1,0,0,0,0,0x0
fs9_B_20260725_020327,5,before_2E4040_via_2E2520,0x2E2520,1,0,0,0,0,0x0
fs9_B_20260725_020327,6,handler_return,0x2E4040,1,0,0,0,0,0x0
fs9_B_20260725_020327,7,handler_enter,0x2E4040,1,0,0,0,0,0x0
fs9_B_20260725_020327,8,handler_return,0x80000,1,0,0,0,0,0x0
