role,source,offset,target_mrp,candidate_record_index_272,candidate_record_start,pre32_hex,post64_hex
loose_runtime_cfg,gwy/cfg.bin,2043,gwy/zsol.mrp,3,1840,4c0000000000000000000000000000000000000001e72a000000020000000001,6777792f7a736f6c2e6d72700000000000000000000000000000000000000000000000000000000003050409ffffffffffffffffffffffffffffffff00000000
loose_runtime_cfg,gwy/cfg.bin,2315,gwy/wxjwq.mrp,4,2112,c50000000000000000000000000000000000000001e5c0000000020000000005,6777792f77786a77712e6d72700000000000000000000000000000000000000000000000000000000305ffffffffffffffffffffffffffffffffffff00000000
loose_runtime_cfg,gwy/cfg.bin,2587,gwy/ssjx.mrp,5,2384,a00000000000000000000000000000000000000001e440000000020000000005,6777792f73736a782e6d7270000000000000000000000000000000000000000000000000000000000305ffffffffffffffffffffffffffffffffffff00000000
loose_runtime_cfg,gwy/cfg.bin,2859,gwy/sanguo.mrp,6,2656,ce00000000000000000000000000000000000000018500000000020000651005,6777792f73616e67756f2e6d7270000000000000000000000000000000000000000000000000000003080409ffffffffffffffffffffffffffffffff00000000
loose_runtime_cfg,gwy/cfg.bin,3131,gwy/xyol.mrp,7,2928,000000000000000000000000000000000000000001e5b0000000020000000005,6777792f78796f6c2e6d7270000000000000000000000000000000000000000000000000000000000803ffffffffffffffffffffffffffffffffffff00000000
loose_runtime_cfg,gwy/cfg.bin,3403,gwy/yxlm.mrp,8,3200,df0000000000000000000000000000000000000001e7a0000000020000000005,6777792f79786c6d2e6d7270000000000000000000000000000000000000000000000000000000000803ffffffffffffffffffffffffffffffffffff00000000
loose_runtime_cfg,gwy/cfg.bin,4219,gwy/ajss.mrp,11,4016,4c0000000000000000000000000000000000000001e530000000020000000010,6777792f616a73732e6d7270000000000000000000000000000000000000000000000000000000000503ffffffffffffffffffffffffffffffffffff00000000
loose_runtime_cfg,gwy/cfg.bin,4491,gwy/spacetime.mrp,12,4288,180000000000000000000000000000000000000001d600000000020000000005,6777792f737061636574696d652e6d727000000000000000000000000000000000000000000000000305ffffffffffffffffffffffffffffffffffff00000000
loose_runtime_cfg,gwy/cfg.bin,4763,gwy/tlbb.mrp,13,4560,e80000000000000000000000000000000000000001e800000000020000000005,6777792f746c62622e6d72700000000000000000000000000000000000000000000000000000000003050409ffffffffffffffffffffffffffffffff00000000
loose_runtime_cfg,gwy/cfg.bin,5035,gwy/tyol.mrp,14,4832,4c0000000000000000000000000000000000000001e6d0000000020000000010,6777792f74796f6c2e6d7270000000000000000000000000000000000000000000000000000000000305ffffffffffffffffffffffffffffffffffff00000000
loose_runtime_cfg,gwy/cfg.bin,5307,gwy/smd.mrp,15,5104,000000000000000000000000000000000000000001e890000000020000000001,6777792f736d642e6d727000000000000000000000000000000000000000000000000000000000000305ffffffffffffffffffffffffffffffffffff00000000
loose_runtime_cfg,gwy/cfg.bin,5579,gwy/wapgame.mrp,16,5376,c300000000000000000000000000000000000000012a01000000890000b3f000,6777792f77617067616d652e6d727000000000000000000000000000000000000000000000000000000102030409ffffffffffffffffffffffffffff00000000
loose_runtime_cfg,gwy/cfg.bin,5851,gwy/cacddz.mrp,17,5648,0000000000000000000000000000000000000000013202c600010100061a8101,6777792f63616364647a2e6d727000000000000000000000000000000000000000000000000000000a0b0c030d0e0f04090805ffffffffffffffffff00000000
