archive,name,kind,offset,stored_length,decoded_length,encoding,reserved,sha256,magic8
gwy/font.mrp,gb1213.uc2,other,61095,12954,51200,gzip,0,1df558801121628fc74a063b23147b1001ca21ca04336f3b5fe546bd5d4de015,4044044044044047
gwy/font.mrp,gb1212.uc2,other,74068,13844,51200,gzip,0,7b625232fc1c731e3d1e60949cde32aa3151741a790ac367f7caec8bb0b9d456,0000110efe210f7c
gwy/font.mrp,gb1211.uc2,other,87931,13273,51200,gzip,0,429a2b30745a98334b4680c9f8b37345582d1f4964f8b7979f35bdfab80ca120,044044044047fc00
gwy/font.mrp,gb1210.uc2,other,101223,14484,51200,gzip,0,38ed04510db922e3a44358d8a5e946e9d431deed19c4651fa2da5826b17f6535,238248ffe25237e6
gwy/font.mrp,gb1219.uc2,other,115726,176,51200,gzip,0,98723f34963e720ef18e6520493680dcbb0298a6321e8174b614a4c544aee6e7,0007fc4044044044
gwy/font.mrp,gb1218.uc2,other,115921,177,51200,gzip,0,f48048843055f6861c9589b54db134d5af4a1ef34b4dd9c80f4cb7ee8f9cd7dc,44044047fc000000
gwy/gamelist.mrp,start.mr,start_mr,914,1018,2490,gzip,0,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,1b4d525080010a00
gwy/gamelist.mrp,head.bmp,media_resource,1949,225,448,gzip,0,8b8f555664df55ac7628e3e82a2b1aea91942fd0b52eadb88ee8d919c32fb58e,1ff81ff81ff81ff8
gwy/gamelist.mrp,new.bmp,media_resource,2190,62,336,gzip,0,77e46fb23cb79ed1211b38824fe8ee5313809f5c173e89da8d0cd3c3f9bb3fc0,a0e0a0e0a0e0a0e0
gwy/gamelist.mrp,dload.bmp,media_resource,2270,855,3200,gzip,0,d063276af4944da2bc4425ad273f57844eb03ddd06bfcfd43ce4ec53c17effdb,1ff8980398039803
gwy/gamelist.mrp,gamelist.bmp,media_resource,3146,553,800,gzip,0,acc5c2b4ede669c440c531c8c689563f5cb1dbb2cbde8026ac7eccae00c2ce86,1ff81ff81ff81ff8
gwy/gamelist.mrp,dl_list.bmp,media_resource,3719,560,800,gzip,0,eba610003d61d1cc71da4e99631bb26d372e2d106df31a2e3a35a8a0e86af28e,3d353d353d353d35
gwy/gamelist.mrp,dtiele.bmp,media_resource,4298,47,80,gzip,0,4b6f544efb9daf3aa23311c11095f9690b8fcdb733bf1c6d96bb5cd78b45ea02,dc8ddc8ddc8ddc8d
gwy/gamelist.mrp,exit.bmp,media_resource,4362,2715,10296,gzip,0,b2d07814e86f4437d0e5aeb9b7aa5c53bbacb3e3f409e5610265bb867237059b,0000000000004108
gwy/gamelist.mrp,msg.mid,media_resource,7093,99,109,gzip,0,4bd584ed65f38fd15fd9c127d582dcb857e443e55ca4b1a32d0f6e5a0bab226a,4d54686400000006
gwy/gamelist.mrp,title.bmp,media_resource,7210,152,840,gzip,0,a794d229e579b89238223aee84cd2fd188bf21c7f55ba6d0daf34fa5696b6480,d001d001d001d001
gwy/gamelist.mrp,dload1.bmp,media_resource,7381,150,338,gzip,0,b2695e3115d5ce8e31ade78a5292e96552a5579cdfff3cc59e387c3f6ade2ec1,1ff8801380138013
gwy/gamelist.mrp,dload.gif,media_resource,7549,1350,1452,gzip,0,a5c5a9f7c5fe259932d3648ca41320743712c93da941f6b60ebe3964a433f459,4749463839612800
gwy/gamelist.mrp,border.bmp,media_resource,8918,443,7920,gzip,0,cb83b285a8dc691625fd9175b24759326b6acdb4fb86f0ef1eaef9a335362ddb,1ff8b6d60deec8f5
gwy/gamelist.mrp,2.bmp,media_resource,9375,290,800,gzip,0,44693ea7a279f27a6b1729fb8895eed418aac17aa8e1082f36a8140b774ad5a6,1ff897c097c097c0
gwy/gamelist.mrp,1.bmp,media_resource,9679,446,800,gzip,0,bb4a0b2b84224b18d79ec233ef4b10ca46074765fb9c7cf177929bc318e08ec2,1ff8cdfecdfecdfe
gwy/gamelist.mrp,dbtitle.bmp,media_resource,10145,437,1596,gzip,0,632a96600d7c9f0d3ee4da23c9d1e0ff82e2160fc2ef1927c5cdc789abf74010,1ff81ff81ff81ff8
gwy/gamelist.mrp,dbboard.bmp,media_resource,10602,40,100,gzip,0,143ccd38a69f226900eaee45271ab9284201ed1adb85fb575dd04b503e1232d7,5f255f255f25fdce
gwy/gamelist.mrp,4.bmp,media_resource,10656,259,800,gzip,0,8ce6ec079a361f8bdb6eb93e082457752908e27f3bf56469be7aff43b6cb3d49,1ff806f806f806f8
gwy/gamelist.mrp,5.bmp,media_resource,10929,289,800,gzip,0,79c1724bf3dc7cc035b5234733b4f7d5437f243688b30face5bc8029b812a0a6,1ff845f745f745f7
gwy/gamelist.mrp,dbhead.bmp,media_resource,11237,402,2112,gzip,0,f3f4d9d0ff03160d2d617f203660fe2a4b6beccf4303bc78ca6d40d488fa9b13,1ff81ff89fefdfef
gwy/gamelist.mrp,dbbot.bmp,media_resource,11657,140,384,gzip,0,03e223c308e8fdc3f545fe552afa6a822cb27a87ec0bbc1b54b7cc30fae4b13d,5f255f255f25fdce
gwy/gamelist.mrp,6.bmp,media_resource,11811,299,800,gzip,0,93c65d72a3079ed77df4ffde857d9246a272a6c2447d4d7df668bcb1998aefb5,1ff8da32da32da32
gwy/gamelist.mrp,3.bmp,media_resource,12124,287,800,gzip,0,c43f257d9985734aad039632b3f34d8aa5754bd690bcbf928e8dd10efefbea83,1ff8812e812e812e
gwy/gamelist.mrp,cfg.bin,other,12427,847,6898,gzip,0,12fdc4f2b83516e9f9cd5e2691dfe394243c2101ca1ad3c8ad14b68edf791042,0004000100000036
gwy/gamelist.mrp,gamelist.ext,ext,13295,58522,91532,gzip,0,70abc063dae99c95e7d9d7a44db5117c9512a430078c2672ecae9e28c3616414,4d525047434d4150
gwy/gamelist.mrp,reg.ext,reg_ext,71833,787,868,gzip,0,e803033aae4175669f4759b6f372c0717ef72170ec1fd7ccbe26add4058197ef,4d525047434d4150
gwy/gbrwcore.mrp,start.mr,start_mr,335,1018,2490,gzip,0,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,1b4d525080010a00
gwy/gbrwcore.mrp,reg.ext,reg_ext,1369,638,684,gzip,0,8cd1a97b5cb27f9cd6ab6e67d496b9acf3b0cd48386efe17c345b36341dd8d0c,4d525047434d4150
gwy/gbrwcore.mrp,gbrwcore.ext,ext,2028,98264,147196,gzip,0,bad9ffb88d41d26a7db81ae41a449e2476ea615947ab06819a6ac13a55c26270,4d525047434d4150
gwy/gbrwshell.mrp,start.mr,start_mr,499,917,2240,gzip,0,7fc8d5412ac5d932196ebd2b1f22b042965442057f604371f3025d072e94c5fb,1b4d525080010a00
gwy/gbrwshell.mrp,fmfolder.bmp,media_resource,1437,156,448,gzip,0,c8af9998b2af6fe36a4bdb76e9c929a59f46c03d55ba65f82d4afcbced08d68f,1ff81ff81ff81ff8
gwy/gbrwshell.mrp,fmcmmn.bmp,media_resource,1612,253,448,gzip,0,91a55b79806879d1f4359a5ec84a6377ae237f50e11bfe5458b5f40f469d862e,1ff81ff81ff81ff8
gwy/gbrwshell.mrp,fmback.bmp,media_resource,1884,157,448,gzip,0,976e8d22eb13368092523f97812840be71d112fd37870ed5158a77d264c87517,1ff81ff81ff81ff8
gwy/gbrwshell.mrp,progbar.bmp,media_resource,2061,106,108,gzip,0,47abc406d26efb0926b4bcacd0e194dd55a0091df9c3eb4ad810f52d19f9d9c2,1ff871ad70ff6dd6
gwy/gbrwshell.mrp,listf.bmp,media_resource,2185,65,116,gzip,0,f36d6920923e372212bf7856d933eb0535b7285c072df10da11db8805e7ebe71,9ef79ef71ce71ce7
gwy/gbrwshell.mrp,fmimg.bmp,media_resource,2268,302,448,gzip,0,a8b18d9f277bc3b71fa80c35a63b836b255e75e1534567f009ae012903a72357,1ff81ff81ff81ff8
gwy/gbrwshell.mrp,reg.ext,reg_ext,2586,598,628,gzip,0,1de1bb39d67acca823b02f379347fa440f19c4cf512f0c11018dda0ba9deeb29,4d525047434d4150
gwy/gbrwshell.mrp,gbrwshell.ext,ext,3206,29946,45216,gzip,0,5ebecf0d9fc8e77d2c8efd5b3c173702e7a1ee52d8911b518e3a885ce512e799,4d525047434d4150
gwy/jjfb.mrp,start.mr,start_mr,1921,1514,3787,gzip,0,c8d664aa7034d044ded428158f9cca1d49a3781242421eb1b1de7f201949ff05,1b4d525080010a00
gwy/jjfb.mrp,mrc_loader.ext,ext,3458,219,232,gzip,0,d36151ee3c119717305afe4b1f0ba47f0f0154f8ba6f2c5081d6402c8eddd938,4d525047434d4150
gwy/jjfb.mrp,jiantou_t!12!10.bmp,dimensioned_resource,3705,47,240,gzip,0,b5be03d78f1fc1c7b688b3e2c76e6c2239c1c2b2e533e72f207c380ea5981c94,0000000000000000
gwy/jjfb.mrp,loadingbar!201!29.bmp,dimensioned_resource,3782,1385,11658,gzip,0,6ab17ba601918ab21e1ec7d802ed70027586f2ce231e5b11732e0f97a5d6435d,1ff81ff81ff81ff8
gwy/jjfb.mrp,wy_jiao02!10!10.bmp,dimensioned_resource,5195,91,200,gzip,0,57298e740114d972d8c14c4c9b9075ec5119be13acc3888512b7cf658f6e2786,0000359fef744832
gwy/jjfb.mrp,bar!16!18.bmp,dimensioned_resource,5308,35,576,gzip,0,3dfc15b75d265a3593991b6d076e41b678d341c681721628baac21cd081886eb,0000000000000000
gwy/jjfb.mrp,jiao42!11!6.bmp,dimensioned_resource,5367,48,132,gzip,0,a252997e7ea6abb542f300257d4459eed5217c8616692da92afa473762396013,206a206a206a206a
gwy/jjfb.mrp,target.ani,media_resource,5434,113,125,gzip,0,b35ad4317927a0c190731b4fd15361d7c644653b9fe642852f51c3912702d83b,4a43414e49303131
gwy/jjfb.mrp,textbar!120!30.bmp,dimensioned_resource,5574,1544,7200,gzip,0,1ec9f3d46f79243d4c961afc2b61a241b213a22ef35f43999fd6f2a1adb13bbc,6241624162416241
gwy/jjfb.mrp,listicon.bmp,media_resource,7139,184,800,gzip,0,2828abd633027d0d3a890438149f574eb1b626262689f92027ae3b21e24c75f2,1ff8411041104110
gwy/jjfb.mrp,target!65!25.bmp,dimensioned_resource,7348,351,3250,gzip,0,636bacb7634ff7eda8c69ae9816decc99f62a9356c1986cdbe97b887255cba7a,1ff81ff821ec21ec
gwy/jjfb.mrp,dirarrow!13!12.bmp,dimensioned_resource,7726,95,312,gzip,0,b74167de275cc489e573714b3c5a7af4d0df86a31e31cf6c353fde4accb0f866,1ff81ff81ff81ff8
gwy/jjfb.mrp,wy_jiao3!10!10.bmp,dimensioned_resource,7848,67,200,gzip,0,6c75abc1bb592f55c075d4681769205d25f65d11744b95155e967d3f3bd8878c,1ff81ff81ff81ff8
gwy/jjfb.mrp,wy_xian2!15!5.bmp,dimensioned_resource,7941,35,150,gzip,0,d38fb926de56c4243ea0145f5454b52ccfd19d683ebe4cb758743efabc4a5485,2001200120012001
gwy/jjfb.mrp,wy_jiao2!10!10.bmp,dimensioned_resource,8003,67,200,gzip,0,e44746d176272d4165daa2e5733c7ea188c82762c8bba8fe8f65618d5613415c,1ff81ff81ff81ff8
gwy/jjfb.mrp,wy_jiao22!10!10.bmp,dimensioned_resource,8098,48,200,gzip,0,455e422004ed8dbfa1e822e656034aaa60d5c7fd77dd8409483f832680b66881,2001fc678c128c12
gwy/jjfb.mrp,wy_jiao5!11!11.bmp,dimensioned_resource,8173,73,242,gzip,0,8c32b77a50ba7638952ccdbfbd160b2c9ba7f618157222b1c563151ef52bcdc6,1ff81ff81ff81ff8
gwy/jjfb.mrp,wy_xian1!15!7.bmp,dimensioned_resource,8272,36,210,gzip,0,84d53fabd01318e635c5f87138f21d2eb3271d280f56ca9c0dd8b01f1554968d,2001200120012001
gwy/jjfb.mrp,wy_jiao12!11!11.bmp,dimensioned_resource,8336,51,242,gzip,0,a998e920d576ab639cdffad5b47f8f088431c8fa12f44747b68ebbb45f78b6d8,20016f7765126512
gwy/jjfb.mrp,wy_jiao1!11!11.bmp,dimensioned_resource,8414,90,242,gzip,0,edfe428dfb2daa8deea599915b7c5d4db75b6bfbfe78671cecd33e4ca4662a13,1ff8600060006000
gwy/jjfb.mrp,jt!30!16.bmp,dimensioned_resource,8525,148,960,gzip,0,c65d7cdd7edb99447ff33268a7e56658bbddf7b502c0a08877a1c2bc897dc601,1ff81ff81ff81ff8
gwy/jjfb.mrp,top!76!28.bmp,dimensioned_resource,8695,1321,4256,gzip,0,b2dbe87f1b037af5cb892bac0c0469f2d7d5415f9df7df4c1d2bb9f5f8d9da0a,1ff81ff81ff81ff8
gwy/jjfb.mrp,jiantou!12!15.bmp,dimensioned_resource,10042,108,360,gzip,0,26cd05339d7819be0b6cff6781cf666f5fd614a55fe943594d606d021bf6f7c2,1ff81ff81ff81ff8
gwy/jjfb.mrp,wy_xian0!15!6.bmp,dimensioned_resource,10176,42,180,gzip,0,e581348ffc815e467b5314bdfc9bb887dc3ae02ded019975403af80037572899,0000000000000000
gwy/jjfb.mrp,wy_jiao0!10!10.bmp,dimensioned_resource,10245,89,200,gzip,0,de492a542e5aec02cee34d3508c0c728c09d5404ed24007211f44d74f90a0f64,1ff81ff800000000
gwy/jjfb.mrp,wy_xian3!15!5.bmp,dimensioned_resource,10360,36,150,gzip,0,872cd8cab86510eb19b578fec2ffa07af1792940c95835644cb59618bb73ce92,2001200120012001
gwy/jjfb.mrp,wy_jiao32!10!10.bmp,dimensioned_resource,10424,48,200,gzip,0,d0fa471ca30cf10edf1c18b0af25868b411870380e06d90499c9151532580361,20016efe808c808c
gwy/jjfb.mrp,jiao41!12!12.bmp,dimensioned_resource,10497,90,288,gzip,0,77d895f0cc9fa2a9ce2f46c90269ca7e5dc7088280102b747fe850d8c291ae78,1ff81ff81ff81ff8
gwy/jjfb.mrp,jiantou_x!12!10.bmp,dimensioned_resource,10615,45,240,gzip,0,2983645fa9322a3339df218d9ffe615aac39c764f5caf6ab60889139f026b609,0000c942359f6512
gwy/jjfb.mrp,slogo!157!58.bmp,dimensioned_resource,10685,11897,18212,gzip,0,919d94d541ad0863fd1e7b630475401cde0097801ccdc8a516ef48cb84773fa9,2000410861086108
gwy/jjfb.mrp,bigworldmapmodule.ext,ext,22612,8741,17360,gzip,0,baf01ab991598919473c35dc2e96c4574b10d62bf3c166c976a0437eda0ea3de,4d525047434d4150
gwy/jjfb.mrp,mainmenumodule.ext,ext,31380,15300,28712,gzip,0,ecad68139c8f94b379a8c88c7facf42da5b6778ea50cd5e8a99718a3b769b4cd,4d525047434d4150
gwy/jjfb.mrp,mailmodule.ext,ext,46703,14778,27692,gzip,0,faad4e9f796c26658e8d7a3a97b5f38f3161b202e264499bb4dec3bb9cb1b640,4d525047434d4150
gwy/jjfb.mrp,moduletest.ext,ext,61504,7200,15152,gzip,0,120fdea40196e29b9cbfb355ba460ac568c3d26e3f008da6ad7b838975bc7e92,4d525047434d4150
gwy/jjfb.mrp,chatmodule.ext,ext,68727,8857,15228,gzip,0,b1f7f8bc1846f164e7b7273931806118505086e20aedb29aab18714cbe455401,4d525047434d4150
gwy/jjfb.mrp,gezimodule.ext,ext,77607,4261,7356,gzip,0,59d39d323fe634f0aeb65076672fe501a557c473a86f02f3ad7aa69f2525d490,4d525047434d4150
gwy/jjfb.mrp,taobaomodule.ext,ext,81893,9352,16504,gzip,0,175a7268ae625ed9473b980ff59369159e6f1147fbb21df19fba4ac41c0a705b,4d525047434d4150
gwy/jjfb.mrp,gameattackmodule.ext,ext,91274,26089,47368,gzip,0,6f3afe7462a83168142f205a83da9fb22057c930c10feef8a652953d29f43b18,4d525047434d4150
gwy/jjfb.mrp,monsterstatemodule.ext,ext,117394,10663,18712,gzip,0,39e73ba119de641eee0ea2b738b26ef297d784ecad4137ceba9784403901e5fb,4d525047434d4150
gwy/jjfb.mrp,itembagshopmodule.ext,ext,128087,20439,43420,gzip,0,de9a51caaf5fa084fae2bbf45579c3a3cbcdf5fad3f0032b59fa8fec8dd06887,4d525047434d4150
gwy/jjfb.mrp,viewmanmodule.ext,ext,148552,10976,19436,gzip,0,9cc25245d323d87f3f9de9a3a091e3eb127ea940030ce7c1e72a8e91bed6897c,4d525047434d4150
gwy/jjfb.mrp,betmodule.ext,ext,159550,8327,14512,gzip,0,2bd3cee91fb99173522b6c83f33cdd1b885fb349874bfa0f8a4ce7b3e2bcb60e,4d525047434d4150
gwy/jjfb.mrp,monstermodule.ext,ext,167903,8870,19256,gzip,0,071e0a52f716500cac606c35d673c9fb6caead2e535f2cf2feb5aeb0415891ab,4d525047434d4150
gwy/jjfb.mrp,leitaimodule.ext,ext,176798,11387,21248,gzip,0,b0a9ac472cc958acf06ecb6a55a6a6dc59942d2943a45d5918ee1e6f1c9c2885,4d525047434d4150
gwy/jjfb.mrp,reg.ext,reg_ext,188201,1381,2472,gzip,0,6aa5e6be29634f0ecddd27a142ff9a55f922a9e51f06b0ef2bf029995c02fb9d,4d525047434d4150
gwy/jjfb.mrp,lianmengmodule.ext,ext,189609,17529,36216,gzip,0,3129f23b7b1038ab09a8017805ec662fbab9ae05fa65bcc0ccb8e2efa6ead93b,4d525047434d4150
gwy/jjfb.mrp,othermodule.ext,ext,207162,24412,46708,gzip,0,060159526b5a84d11e7eaa9cb2b9c030d40319dd0b812bd0edacc0e280f15d70,4d525047434d4150
gwy/jjfb.mrp,robotol.ext,ext,231594,161178,253420,gzip,0,55f66f1cca810ae7febe31af7e2dba8d00e6296a31aa7613f4aaf9ce5bb2fe82,4d525047434d4150
gwy/jjfb.mrp,shopmodule.ext,ext,392795,8820,14836,gzip,0,96736090d5f8b987df218dfbfe0e8f00f35c13f440b281ad3f468fb979409b9c,4d525047434d4150
gwy/jjfb.mrp,itemhechengmodule.ext,ext,401645,12957,25136,gzip,0,fa4ffb041f016c82ac21745ea35e1e00bb93a218e0ca625f85b2b5c7e9504a06,4d525047434d4150
gwy/reglogin.mrp,start.mr,start_mr,610,1018,2490,gzip,0,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,1b4d525080010a00
gwy/reglogin.mrp,netset.bmp,media_resource,1647,325,1456,gzip,0,1f33fac8c9c28c1bc0a9dc61ad5f70eaa9712fc88b1131153df07d9260e6cbc0,1c25120bcc01cc01
gwy/reglogin.mrp,select_h.bmp,media_resource,1993,421,684,gzip,0,3c821ff83dabc7c9f89dbb7bebc56df8cfe69644b30e1ec7670286e854eda191,1c251c251c251c25
gwy/reglogin.mrp,menu_h.bmp,media_resource,2433,289,672,gzip,0,504be9c9e61ed6066789e58e093183b3b4e57a5951fc3b5a22c67de651329830,1ff81ff81ff85102
gwy/reglogin.mrp,arrow.bmp,media_resource,2740,130,450,gzip,0,c1a1d56c264bc6e701b47a0a5b6eba478dbb366eb2300dce693896b6e7a53feb,8631c739c739c739
gwy/reglogin.mrp,button.bmp,media_resource,2889,83,448,gzip,0,b0db55f626095775cae5d6d5e7a945d12832efcc8567b0e0106f5706ab62fd38,783c783c783c783c
gwy/reglogin.mrp,checkbo.bmp,media_resource,2992,92,576,gzip,0,a837ad9b0c46d4e73638fe4e9c32dc2cfc2ff5b06d68772fa11ddd38108b9168,1844184418441844
gwy/reglogin.mrp,msgbox.bmp,media_resource,3103,481,800,gzip,0,672379b1f8cceda85eec8f6bec2db4680934c54aee78fd33423869af52984efe,1ff81ff81ff83603
gwy/reglogin.mrp,setting.bmp,media_resource,3604,498,2736,gzip,0,1821a390cdbefd6d7a791e2f7a59c3c79c448581d0c7d9907ed1df1d1092f04a,1c25765491029102
gwy/reglogin.mrp,func_set.bmp,media_resource,4123,318,1456,gzip,0,455e82fa156dc70d037bc1882cdacd6f0af768dd2f30ab88e13fa37b4a8c4949,1c25120bcc01120b
gwy/reglogin.mrp,select.bmp,media_resource,4460,277,684,gzip,0,4a4193e7820d03316d6f0b40678e84c0b6ff3b4f13704a646af3b01c17a9ae7e,1c251c251c251c25
gwy/reglogin.mrp,reg.ext,reg_ext,4753,734,796,gzip,0,c87201c35624ec280d6b6318f73072a3a0d826df75758f21d8d81f388af5e36d,4d525047434d4150
gwy/reglogin.mrp,reglogin.ext,ext,5508,25484,36528,gzip,0,013e8628c22f604ecae54c455f26f74042d61824f09f289494c28d07f01476de,4d525047434d4150
gwy/resmng.mrp,start.mr,start_mr,361,1018,2490,gzip,0,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,1b4d525080010a00
gwy/resmng.mrp,headpic.bmp,media_resource,1399,3537,8000,gzip,0,18933002b4df48d561051c1b5b887c46e6680e328db78e4ca06930d7a94aecdb,1ff843a205a9c8f3
gwy/resmng.mrp,reg.ext,reg_ext,4952,774,912,gzip,0,80943cdee7add02bb52b35b63d791d92567a34a1a013bf331df745e5597c75f2,4d525047434d4150
gwy/resmng.mrp,resmng.ext,ext,5745,8865,12200,gzip,0,19468df6a86660afd2585ce570d140a0ca11531031201acaa4841f397d3df8e3,4d525047434d4150
gwy/roomlist.mrp,start.mr,start_mr,335,1018,2490,gzip,0,ff67eea7e6eed10e3871bd465953e7137001e2495b1eb13309c56db8659bfc7c,1b4d525080010a00
gwy/roomlist.mrp,reg.ext,reg_ext,1369,739,796,gzip,0,8b3add08e02ce45ddd81da1a47eef3aaccde947ae0a731a2d281cd27c654f018,4d525047434d4150
gwy/roomlist.mrp,roomlist.ext,ext,2129,11498,17284,gzip,0,e039e91912b01712f4757b5f26bb5abb0b6ed3f9409e520ce0f5bab42b39e5f3,4d525047434d4150
