seq,event,pc,off,r0,r1,r2,r3,r4,r9,sp,lr,detail
1,begin_dense,0x86E5C,0x0,0x2,0x2ACA14,0x2ACA0C,0x3,0x2A8264,0x280400,0x27F968,0x89C30,"post_wrapper_m1"
