run_id,metric,value
p10138_B_20260725_001313,NODE_94E40_FUNCTION_IDENTIFIED,1
p10138_B_20260725_001313,NODE_FIRST_CAUSAL_ZERO_FOUND,1
p10138_B_20260725_001313,NODE_ALLOCATION_REQUEST_VALID,0
p10138_B_20260725_001313,NODE_ALLOCATION_RETURN_VALID,0
p10138_B_20260725_001313,EVENT_LIST_NODE_LINKED,0
p10138_B_20260725_001313,EVENT_LIST_COUNT_CHANGED,0
p10138_B_20260725_001313,fault_94e40,1
p10138_B_20260725_001313,arg_class,NODE_COPY_SOURCE_NULL
p10138_B_20260725_001313,first_zero_source,PLATFORM_TABLE_SLOT
