run_id,call_id,r0,matched_oid,word0,word4,word8,wordc,lr,r1,wrapper_guess,classification
launcher_20260724_224424_5609,1,0x2A8374,4,0x5,0x2A8364,0x4,0x12,0x2DC8D9,0x1,0,framing_entry
