run_id,seq,plat_code,guest_ptr,store_addr,er_rw,r9,step
manual_20260724_220952,1,0x10162,0x682AEC,0x0,0x2B1858,0x2B1858,RETURN
manual_20260724_220952,2,0x10165,0x690CF4,0x0,0x2B1858,0x2B1858,RETURN
manual_20260724_220952,3,0x10162,0x69EF14,0x0,0x2B1858,0x2B1858,RETURN
manual_20260724_220952,4,0x10165,0x6AD11C,0x0,0x2B1858,0x2B1858,RETURN
manual_20260724_220952,5,0x10162,0x69EF14,0x2B2158,0x2B1854,0x2B1854,OWNER_STORE
manual_20260724_220952,6,0x10165,0x6AD11C,0x2B215C,0x2B1854,0x2B1854,OWNER_STORE
