run_id,seq,watch_step,kind,tag,pc,lr,sp,r0,r1,r2,r3,r9,addr,before,after,size,c76,134d,b71,15d,item,list,cb_depth,dispatch_call_id,actual_store_pc,after_2dc80c,after_312c0c,after_305ec2
t16_B8_20260727_203813,1,1,CODE_ENTER,cand_15D_writer_30CBBC,0x30CBBC,0x80000,0x27FFA8,0x1E209,0x9,0x0,0x0,0x2B1858,0x30CBBC,0,0,0,0,0,0,0,0x0,0x0,0,0,0x0,0,0,0
t16_B8_20260727_203813,2,3,CODE_SITE,strb_15D_site_30CCF4,0x30CCF4,0x305E55,0x27FF68,0x2B19B5,0x88,0x6BB328,0x2B1868,0x2B1858,0x30CCF4,0,0,0,0,0,0,0,0x0,0x0,0,0,0x0,0,0,0
t16_B8_20260727_203813,3,4,ER_RW_WRITE,ER_RW+15D,0x30CCF4,0x305E55,0x27FF68,0x2B19B5,0x88,0x6BB328,0x2B1868,0x2B1858,0x2B19B5,0,1,1,0,0,0,0,0x0,0x0,0,0,0x30CCF4,0,0,0
t16_B8_20260727_203813,4,6,ER_RW_WRITE,ER_RW+B71,0x2FE854,0x30D0B1,0x27FF50,0x2B23C9,0x2B19B4,0xC,0x28003C,0x2B1858,0x2B23C9,0,0,1,0,0,0,1,0x0,0x0,0,0,0x2FE854,0,0,0
t16_B8_20260727_203813,6,7,ANCHOR,drain_2DC80C,0x2DC80C,0x305EC3,0x27FF90,0x0,0x1,0x0,0x0,0x2B1858,0x2DC80C,0,0,0,0,0,0,1,0x0,0x2A83C4,0,0,0x0,1,0,0
t16_B8_20260727_203813,7,9,CODE_ENTER,b71_upstream_2E2520,0x2E2520,0x2DC8D9,0x27FF78,0x6BBAC8,0x1,0x0,0x0,0x2B1858,0x2E2520,0,0,0,0,0,0,1,0x0,0x2A83C4,0,0,0x0,1,0,0
