run_id,found,producer_pc,producing_insn,output_observed,source_subsystem,next_consumer,class,why
p10138_B_20260725_001313,1,0x10132,plat_10132_ret0,0x0,PLATFORM_TABLE_SLOT,0x94E40,NODE_POINTER_NOT_PUBLISHED,first_zero_propagated_to_dsm_mem_primitive
