
ӳ������                       PID �Ự��              �Ự#       �ڴ�ʹ�� 
msedge.exe                   13392 Console                    1     44,144 K
msedge.exe                    7848 Console                    1     21,580 K
msedge.exe                   18928 Console                    1     29,760 K
msedge.exe                   25840 Console                    1     40,852 K
HipsMain.exe                  7296 Console                    1      3,136 K
HipsTray.exe                 27268 Console                    1      4,380 K
HipsDaemon.exe               26996 Services                   0    123,488 K
PhoneExperienceHost.exe      21712 Console                    1    126,308 K
chrome.exe                    2024 Console                    1    486,960 K
chrome.exe                   12760 Console                    1     55,968 K
svchost.exe                  17968 Services                   0      8,884 K
WinRAR.exe                   31620 Console                    1     50,360 K
svchost.exe                  26284 Services                   0     38,652 K
svchost.exe                  15608 Console                    1     14,924 K
chrome.exe                   22808 Console                    1    146,848 K
LAVService.exe                5872 Services                   0     14,412 K
crashpad_handler.exe         29744 Services                   0      7,568 K
usysdiag.exe                   332 Services                   0      1,320 K
svchost.exe                  27752 Services                   0      8,788 K
QQ.exe                       28908 Console                    1     47,808 K
chrome.exe                   21112 Console                    1     31,956 K
SearchProtocolHost.exe       31720 Services                   0     18,784 K
chrome.exe                   16108 Console                    1     47,856 K
SearchFilterHost.exe         27784 Services                   0     13,940 K
SearchProtocolHost.exe       13236 Console                    1      9,788 K
smartscreen.exe              23696 Console                    1     26,312 K
powershell.exe               25044 Console                    1     87,228 K
conhost.exe                   4820 Console                    1     51,096 K
powershell.exe                4076 Console                    1     74,828 K
python.exe                   25100 Console                    1     18,360 K
main.exe                      4356 Console                    1     78,448 K
Doubao.exe                   25620 Console                    1     53,544 K
cmd.exe                       3308 Console                    1      5,384 K
tasklist.exe                 27432 Console                    1     10,696 K
