
ӳ������                       PID �Ự��              �Ự#       �ڴ�ʹ�� 
smartscreen.exe              24652 Console                    1     26,000 K
powershell.exe                8656 Console                    1     86,916 K
conhost.exe                  25040 Console                    1     50,524 K
powershell.exe               11564 Console                    1     86,232 K
SearchFilterHost.exe         30200 Services                   0     14,360 K
QQ.exe                       30740 Console                    1     38,972 K
backgroundTaskHost.exe       27672 Console                    1     30,852 K
Doubao.exe                   26480 Console                    1     52,620 K
svchost.exe                  24244 Services                   0     30,192 K
SearchProtocolHost.exe       28792 Services                   0     18,916 K
powershell.exe               13944 Console                    1     75,784 K
conhost.exe                  29520 Console                    1     50,480 K
python.exe                   23504 Console                    1     12,688 K
main.exe                      6788 Console                    1     80,088 K
msedge.exe                     920 Console                    1     47,780 K
python.exe                   14344 Console                    1     15,600 K
cmd.exe                      30224 Console                    1      5,508 K
tasklist.exe                 28752 Console                    1     10,668 K
