run_id,verdict,er_rw,b54_abs,owner_store_65,same,generation_drift
ffp_validate_20260724_024141_66224,EVENT_QUEUE_BASE_CONTEXT_CONFIRMED,0x2B1854,0x2B23A8,0x2B215C,0,1
ffp_validate_20260724_024141_66224,EVENT_QUEUE_OWNER_STORE_DIFFERS_FROM_B54,0x2B1854,0x2B23A8,0x2B215C,0,1
ffp_validate_20260724_024141_66224,EVENT_QUEUE_CONTEXT_GENERATION_DRIFT,0x2B1854,0x2B23A8,0x2B215C,0,1
