run_id,object_id,base,node,list,born_pc,first_w0,first_w8,saw_w0,saw_w8,writer_pc_w8,value_w8,class
launcher_20260728_030118_61500,1,0x69EF14,0x0,0x0,0x30D2FA,0x0,0x0,0,0,0x0,0x0,path_a_r1_candidate
launcher_20260728_030118_61500,2,0x6AD11C,0x0,0x0,0x30D2FA,0x0,0x0,0,0,0x0,0x0,path_a_r0_candidate
launcher_20260728_030118_61500,3,0xE,0x0,0x0,0x2E4D6C,0x0,0x0,0,0,0x0,0x0,prep_r1
launcher_20260728_030118_61500,4,0x6BBAC8,0x6BBAE0,0x0,0x2E4EBA,0x0,0x0,1,1,0x2E4EE6,0x4,framing_entry
launcher_20260728_030118_61500,5,0x6BBAE0,0x6BBAE0,0x0,0x312A72,0x0,0x0,1,1,0x312A72,0x6BBAC8,queue_node
launcher_20260728_030118_61500,6,0xC,0x0,0x0,0x312AB4,0x0,0x0,0,0,0x0,0x0,get_item
