run_id,seq,pc,lr,sp,r9,depth,owner_module_id,owner_generation,addr,field,old,new,size,enclosing,prev_plat,next_plat,mapped,points_10162,points_10165
launcher_20260728_030118_61500,1,0x2FE87C,0x2D9AD3,0x27FF50,0x2B1858,0,3,3,0x2B23A8,B50,0x0,0x6BB920,4,pc=0x2FE87C,0x10165,0x0,1,0,0
launcher_20260728_030118_61500,2,0x2FE8CA,0x2D9AD3,0x27FF50,0x2B1858,0,3,3,0x2B23AC,B54,0x0,0x2A83C4,4,pc=0x2FE8CA,0x10165,0x0,1,0,0
