run_id,phase,event,dsm_generation,cfg_guest,erw_base,note,evidence
1784738290521,erw_ready,BUFFER_RESOLVED,1,0x280CD4,0x280400,"cfunction_erw_mapped",OBSERVED
1784738290521,bootstrap,PROFILE_APPLIED,1,0x280CD4,0x0,"COMPAT_PROFILE",OBSERVED
1784738290521,erw_ready,BUFFER_RESOLVED,1,0x280CD4,0x280400,"cfunction_erw_mapped",OBSERVED
1784738290521,erw_ready,BUFFER_RESOLVED,1,0x280CD4,0x280400,"cfunction_erw_mapped",OBSERVED
1784738290521,erw_ready,BUFFER_RESOLVED,1,0x280CD4,0x280400,"cfunction_erw_mapped",OBSERVED
1784738290521,method0_enter,ENTER,1,0x280CD4,0x280400,"cfg_already_bootstrapped",OBSERVED
1784738290521,method0_enter,APPLY_Q_N_PLUS_B,1,0x280CD4,0x280400,"diag_case1_n_plus_b_plus_0x35F",OBSERVED
