registration_id,family,handler,caller_pc,lr,pc,cpsr,r9,sp,status_ret,owner_module,owner_module_id,owner_generation,er_rw,code_base,code_size,r0,r1,r2,r3,r4,r5,r6,r7,r8,r10,r11,r12,sp00,sp04,sp08,sp0c,sp10,sp14,sp18,sp1c,sp20,sp24,sp28,sp2c,sp30,sp34,sp38,sp3c,sp40,sp44,sp48,sp4c,sp50,sp54,sp58,sp5c
1,0x1E200,0x30D311,0x304599,0x304599,0x280058,0x1D3,0x2B1868,0x27FD20,1,robotol.ext,3,3,0x2B1868,0x2D8E04,0x3DE3C,0x10102,0x1E200,0x30D311,0x0,0x10102,0x1E200,0x30D311,0x280058,0x0,0x40,0x2AD96C,0x0,0x0,0x0,0x0,0x2,0x2801E4,0x0,0x2AC8EC,0x2AD964,0x0,0x304947,0x0,0x0,0x0,0x0,0x2AC8EC,0x2AD964,0x0,0x304B3D,0x280400,0x2AC8EC,0x0,0x2AD964,0x0,0x2A8264
