run_id,request_id,state_before,state_after_handler,state_next_timer,signature_changed,state_advanced,family_class,txn_verdict,role_10165
p5_validate_20260723_033710_58895,1,0x25D6A3D6,0x25D6A3D6,0x25D6A3D6,0,0,FAMILY_EVENT_DUPLICATE_COMPLETION,EVENT_TRANSACTION_LIFETIME_FIXED,SECOND_STAGE_COMPLETION_MISSING
