run_id,seq,boundary,pc,lr,sp,r9,cpsr,r0,r1,r2,r3,r4,r5,r6,r7,list_ctrl,list_head,list_count,entry,payload,req_size,last_plat,ret_or_target,stack0,stack1,stack2,stack3
launcher_20260728_030118_61500,137,2E4D6C_ENTER,0x2E4D6E,0x30D2DD,0x27FF5C,0x2B1858,0x1F3,0x6AD121,0xE,0x0,0x30D2D3,0x6AD11C,0x1,0x69EF14,0x27FF7C,0x2A83C4,0x0,0,0xE,0x1,0x0,0x101AB,0x0,0x6AD11C,0x1,0x69EF14,0x27FF7C
launcher_20260728_030118_61500,138,INDIRECT_2D99AC,0x2E4EAE,0x2E4EA9,0x27FF40,0x2B1858,0x200001F3,0x4,0x27FF4C,0x5,0x2,0x6AD121,0xA,0x6,0xE,0x2A83C4,0x0,0,0x27FF4C,0xA,0x4,0x101AB,0x2D99AD,0x1,0x0,0x5,0xA
launcher_20260728_030118_61500,139,2D99AC_HEAP_HELPER,0x2D99AC,0x2E4EB3,0x27FF40,0x2B1858,0x200001F3,0x4,0x27FF4C,0x5,0x2,0x6AD121,0xA,0x6,0xE,0x2A83C4,0x0,0,0x27FF4C,0xA,0x4,0x101AB,0x0,0x1,0x0,0x5,0xA
launcher_20260728_030118_61500,140,2D99AC_HEAP_HELPER,0x2D99AE,0x2E4EB3,0x27FF2C,0x2B1858,0x200001F3,0x4,0x27FF4C,0x5,0x2,0x6AD121,0xA,0x6,0xE,0x2A83C4,0x0,0,0x27FF4C,0xA,0x4,0x101AB,0x0,0x6AD121,0xA,0x6,0xE
launcher_20260728_030118_61500,141,INDIRECT_2D99AC,0x2E4EB6,0x2D9AD3,0x27FF40,0x2B1858,0x1F3,0xC,0x0,0x8,0x28003C,0x6AD121,0xA,0x6,0xE,0x2A83C4,0x0,0,0x0,0xA,0xC,0x10132,0x2D99AD,0x1,0x6BBAB8,0x5,0xA
launcher_20260728_030118_61500,142,2D99AC_HEAP_HELPER,0x2D99AC,0x2E4EBB,0x27FF40,0x2B1858,0x1F3,0xC,0x0,0x8,0x28003C,0x6AD121,0xA,0x6,0xE,0x2A83C4,0x0,0,0x0,0xA,0xC,0x10132,0x0,0x1,0x6BBAB8,0x5,0xA
launcher_20260728_030118_61500,143,2D99AC_HEAP_HELPER,0x2D99AE,0x2E4EBB,0x27FF2C,0x2B1858,0x1F3,0xC,0x0,0x8,0x28003C,0x6AD121,0xA,0x6,0xE,0x2A83C4,0x0,0,0x0,0xA,0xC,0x10132,0x0,0x6AD121,0xA,0x6,0xE
launcher_20260728_030118_61500,144,INDIRECT_312A60,0x2E4EEE,0x2E4ECD,0x27FF40,0x2B1858,0x1F3,0x2A83C4,0x6BBAC8,0x4,0x280010,0x6AD121,0x6BBAC8,0xA,0xE,0x2A83C4,0x0,0,0x6BBAC8,0x6BBAC8,0x0,0x10132,0x312A61,0x1,0x6BBAB8,0x5,0xE
launcher_20260728_030118_61500,145,312A60_PUSH_ENTER,0x312A60,0x2E4EF3,0x27FF40,0x2B1858,0x1F3,0x2A83C4,0x6BBAC8,0x4,0x280010,0x6AD121,0x6BBAC8,0xA,0xE,0x2A83C4,0x0,0,0x6BBAC8,0x6BBAC8,0x0,0x10132,0x0,0x1,0x6BBAB8,0x5,0xE
launcher_20260728_030118_61500,146,312A60_PUSH_ENTER,0x312A62,0x2E4EF3,0x27FF30,0x2B1858,0x1F3,0x2A83C4,0x6BBAC8,0x4,0x280010,0x6AD121,0x6BBAC8,0xA,0xE,0x2A83C4,0x0,0,0x6BBAC8,0x6BBAC8,0x0,0x10132,0x0,0x280010,0x6AD121,0x6BBAC8,0x2E4EF3
launcher_20260728_030118_61500,147,INDIRECT_2D99AC,0x312A68,0x2E4EF3,0x27FF30,0x2B1858,0x1F3,0xC,0x6BBAC8,0x4,0x280010,0x2A83C4,0x6BBAC8,0xA,0xE,0x2A83C4,0x0,0,0x6BBAC8,0x6BBAC8,0xC,0x10132,0x2D99AD,0x280010,0x6AD121,0x6BBAC8,0x2E4EF3
launcher_20260728_030118_61500,148,312A60_NODE_ALLOC_SIZE,0x312A68,0x2E4EF3,0x27FF30,0x2B1858,0x1F3,0xC,0x6BBAC8,0x4,0x280010,0x2A83C4,0x6BBAC8,0xA,0xE,0x2A83C4,0x0,0,0x6BBAC8,0x6BBAC8,0xC,0x10132,0x2D99AC,0x280010,0x6AD121,0x6BBAC8,0x2E4EF3
launcher_20260728_030118_61500,149,2D99AC_HEAP_HELPER,0x2D99AC,0x312A6D,0x27FF30,0x2B1858,0x1F3,0xC,0x6BBAC8,0x4,0x280010,0x2A83C4,0x6BBAC8,0xA,0xE,0x2A83C4,0x0,0,0x6BBAC8,0x6BBAC8,0xC,0x10132,0x0,0x280010,0x6AD121,0x6BBAC8,0x2E4EF3
launcher_20260728_030118_61500,150,2D99AC_HEAP_HELPER,0x2D99AE,0x312A6D,0x27FF1C,0x2B1858,0x1F3,0xC,0x6BBAC8,0x4,0x280010,0x2A83C4,0x6BBAC8,0xA,0xE,0x2A83C4,0x0,0,0x6BBAC8,0x6BBAC8,0xC,0x10132,0x0,0x2A83C4,0x6BBAC8,0xA,0xE
launcher_20260728_030118_61500,151,312A60_AFTER_NODE,0x312A72,0x2D9AD3,0x27FF30,0x2B1858,0x200001F3,0x6BBAE0,0x0,0x10,0x28003C,0x2A83C4,0x6BBAC8,0xA,0xE,0x2A83C4,0x0,0,0x6BBAC8,0x6BBAC8,0xC,0x10132,0x6BBAE0,0x280010,0x6AD121,0x6BBAC8,0x2E4EF3
launcher_20260728_030118_61500,152,312A60_AFTER_NODE,0x312A74,0x2D9AD3,0x27FF30,0x2B1858,0x200001F3,0x6BBAE0,0x0,0x10,0x28003C,0x2A83C4,0x6BBAC8,0xA,0xE,0x2A83C4,0x0,0,0x6BBAC8,0x6BBAC8,0xC,0x10132,0x6BBAE0,0x280010,0x6AD121,0x6BBAC8,0x2E4EF3
launcher_20260728_030118_61500,153,INDIRECT_2D99AC,0x2D9682,0x2D9679,0x27FF10,0x2B1858,0x1F3,0x17,0x280040,0x4,0x0,0x0,0xB,0x313CC0,0x6BB8E8,0x2A83C4,0x6BBAE0,1,0x6BBAC8,0xB,0x17,0x10133,0x2D99AD,0x0,0xB,0x16,0x6BBAC8
launcher_20260728_030118_61500,154,2D99AC_HEAP_HELPER,0x2D99AC,0x2D9687,0x27FF10,0x2B1858,0x1F3,0x17,0x280040,0x4,0x0,0x0,0xB,0x313CC0,0x6BB8E8,0x2A83C4,0x6BBAE0,1,0x6BBAC8,0xB,0x17,0x10133,0x0,0x0,0xB,0x16,0x6BBAC8
launcher_20260728_030118_61500,155,2D99AC_HEAP_HELPER,0x2D99AE,0x2D9687,0x27FEFC,0x2B1858,0x1F3,0x17,0x280040,0x4,0x0,0x0,0xB,0x313CC0,0x6BB8E8,0x2A83C4,0x6BBAE0,1,0x6BBAC8,0xB,0x17,0x10133,0x0,0x0,0xB,0x313CC0,0x6BB8E8
launcher_20260728_030118_61500,156,INDIRECT_2D99AC,0x30E51E,0x304589,0x27FF30,0x2B1858,0x200001F3,0x4,0x6BBAF4,0x0,0x0,0x1,0x6BBAF8,0x2B23B0,0x0,0x2A83C4,0x6BBAE0,1,0x6BBAC8,0x6BBAF8,0x4,0x10133,0x2D99AD,0x0,0x6BBAC8,0x2B2608,0x2B23B0
launcher_20260728_030118_61500,157,2D99AC_HEAP_HELPER,0x2D99AC,0x30E523,0x27FF30,0x2B1858,0x200001F3,0x4,0x6BBAF4,0x0,0x0,0x1,0x6BBAF8,0x2B23B0,0x0,0x2A83C4,0x6BBAE0,1,0x6BBAC8,0x6BBAF8,0x4,0x10133,0x0,0x0,0x6BBAC8,0x2B2608,0x2B23B0
launcher_20260728_030118_61500,158,2D99AC_HEAP_HELPER,0x2D99AE,0x30E523,0x27FF1C,0x2B1858,0x200001F3,0x4,0x6BBAF4,0x0,0x0,0x1,0x6BBAF8,0x2B23B0,0x0,0x2A83C4,0x6BBAE0,1,0x6BBAC8,0x6BBAF8,0x4,0x10133,0x0,0x1,0x6BBAF8,0x2B23B0,0x0
launcher_20260728_030118_61500,159,INDIRECT_2D99AC,0x2DAA58,0x313155,0x27FF08,0x2B1858,0x400001F3,0x0,0x0,0x2B23B8,0x0,0x0,0x0,0x2B23B4,0x3,0x2A83C4,0x6BBAE0,1,0x6BBAC8,0x6BBAC8,0x0,0x10132,0x2D99AD,0x0,0x0,0x0,0x313155
launcher_20260728_030118_61500,160,2D99AC_HEAP_HELPER,0x2D99AC,0x2DAA5D,0x27FF08,0x2B1858,0x400001F3,0x0,0x0,0x2B23B8,0x0,0x0,0x0,0x2B23B4,0x3,0x2A83C4,0x6BBAE0,1,0x6BBAC8,0x6BBAC8,0x0,0x10132,0x0,0x0,0x0,0x0,0x313155
