p4_progress_map_20260723_022018_93276,0x10140,0x5,0x30630D,robotol.ext,3,3,THUMB,plat_10140_register,ACCEPTED
p4_progress_map_20260723_022018_93276,0x10162,0xE200,0x30D249,robotol.ext,3,3,THUMB,plat_10162_alloc,ACCEPTED
p4_progress_map_20260723_022018_93276,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
p4_progress_map_20260723_022018_93276,0x10102,0x1E200,0x30D301,robotol.ext,3,3,THUMB,plat_10102_register,ACCEPTED
p4_progress_map_20260723_022018_93276,0x10140,0x5,0x30630D,robotol.ext,3,3,THUMB,plat_10140_register,ACCEPTED
p4_progress_map_20260723_022018_93276,0x10162,0xE200,0x30D249,robotol.ext,3,3,THUMB,plat_10162_alloc,ACCEPTED
p4_progress_map_20260723_022018_93276,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
p4_progress_map_20260723_022412_1489,0x10102,0x1E200,0x30D301,robotol.ext,3,3,THUMB,plat_10102_register,ACCEPTED
p4_progress_map_20260723_022412_1489,0x10140,0x5,0x30630D,robotol.ext,3,3,THUMB,plat_10140_register,ACCEPTED
p4_progress_map_20260723_022412_1489,0x10162,0xE200,0x30D249,robotol.ext,3,3,THUMB,plat_10162_alloc,ACCEPTED
p4_progress_map_20260723_022412_1489,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
p4_progress_map_20260723_022412_1489,0x10102,0x1E200,0x30D301,robotol.ext,3,3,THUMB,plat_10102_register,ACCEPTED
p4_progress_map_20260723_022412_1489,0x10140,0x5,0x30630D,robotol.ext,3,3,THUMB,plat_10140_register,ACCEPTED
p4_progress_map_20260723_022412_1489,0x10162,0xE200,0x30D249,robotol.ext,3,3,THUMB,plat_10162_alloc,ACCEPTED
p4_progress_map_20260723_022412_1489,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
unknown,0x10102,0x1E200,0x30D301,robotol.ext,3,3,THUMB,plat_10102_register,ACCEPTED
unknown,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
p4_validate_20260723_022813_22133,0x10102,0x1E200,0x30D301,robotol.ext,3,3,THUMB,plat_10102_register,ACCEPTED
p4_validate_20260723_022813_22133,0x10140,0x5,0x30630D,robotol.ext,3,3,THUMB,plat_10140_register,ACCEPTED
p4_validate_20260723_022813_22133,0x10162,0xE200,0x30D249,robotol.ext,3,3,THUMB,plat_10162_alloc,ACCEPTED
p4_validate_20260723_022813_22133,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
p4_validate_20260723_022813_22133,0x10102,0x1E200,0x30D301,robotol.ext,3,3,THUMB,plat_10102_register,ACCEPTED
p4_validate_20260723_022813_22133,0x10140,0x5,0x30630D,robotol.ext,3,3,THUMB,plat_10140_register,ACCEPTED
p4_validate_20260723_022813_22133,0x10162,0xE200,0x30D249,robotol.ext,3,3,THUMB,plat_10162_alloc,ACCEPTED
p4_validate_20260723_022813_22133,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
p4_validate_20260723_022942_12599,0x10102,0x1E200,0x30D301,robotol.ext,3,3,THUMB,plat_10102_register,ACCEPTED
p4_validate_20260723_022942_12599,0x10140,0x5,0x30630D,robotol.ext,3,3,THUMB,plat_10140_register,ACCEPTED
p4_validate_20260723_022942_12599,0x10162,0xE200,0x30D249,robotol.ext,3,3,THUMB,plat_10162_alloc,ACCEPTED
p4_validate_20260723_022942_12599,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
p4_validate_20260723_022942_12599,0x10102,0x1E200,0x30D301,robotol.ext,3,3,THUMB,plat_10102_register,ACCEPTED
p4_validate_20260723_022942_12599,0x10140,0x5,0x30630D,robotol.ext,3,3,THUMB,plat_10140_register,ACCEPTED
p4_validate_20260723_022942_12599,0x10162,0xE200,0x30D249,robotol.ext,3,3,THUMB,plat_10162_alloc,ACCEPTED
p4_validate_20260723_022942_12599,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
p4_validate_20260723_023127_72008,0x10102,0x1E200,0x30D301,robotol.ext,3,3,THUMB,plat_10102_register,ACCEPTED
p4_validate_20260723_023127_72008,0x10140,0x5,0x30630D,robotol.ext,3,3,THUMB,plat_10140_register,ACCEPTED
p4_validate_20260723_023127_72008,0x10162,0xE200,0x30D249,robotol.ext,3,3,THUMB,plat_10162_alloc,ACCEPTED
p4_validate_20260723_023127_72008,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
p4_validate_20260723_023127_72008,0x10102,0x1E200,0x30D301,robotol.ext,3,3,THUMB,plat_10102_register,ACCEPTED
p4_validate_20260723_023127_72008,0x10140,0x5,0x30630D,robotol.ext,3,3,THUMB,plat_10140_register,ACCEPTED
p4_validate_20260723_023127_72008,0x10162,0xE200,0x30D249,robotol.ext,3,3,THUMB,plat_10162_alloc,ACCEPTED
p4_validate_20260723_023127_72008,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
p4_validate_20260723_023320_78643,0x10102,0x1E200,0x30D301,robotol.ext,3,3,THUMB,plat_10102_register,ACCEPTED
p4_validate_20260723_023320_78643,0x10140,0x5,0x30630D,robotol.ext,3,3,THUMB,plat_10140_register,ACCEPTED
p4_validate_20260723_023320_78643,0x10162,0xE200,0x30D249,robotol.ext,3,3,THUMB,plat_10162_alloc,ACCEPTED
p4_validate_20260723_023320_78643,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
p4_validate_20260723_023320_78643,0x10102,0x1E200,0x30D301,robotol.ext,3,3,THUMB,plat_10102_register,ACCEPTED
p4_validate_20260723_023320_78643,0x10140,0x5,0x30630D,robotol.ext,3,3,THUMB,plat_10140_register,ACCEPTED
p4_validate_20260723_023320_78643,0x10162,0xE200,0x30D249,robotol.ext,3,3,THUMB,plat_10162_alloc,ACCEPTED
p4_validate_20260723_023320_78643,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
p4_validate_20260723_023558_96760,0x10102,0x1E200,0x30D301,robotol.ext,3,3,THUMB,plat_10102_register,ACCEPTED
p4_validate_20260723_023558_96760,0x10140,0x5,0x30630D,robotol.ext,3,3,THUMB,plat_10140_register,ACCEPTED
p4_validate_20260723_023558_96760,0x10162,0xE200,0x30D249,robotol.ext,3,3,THUMB,plat_10162_alloc,ACCEPTED
p4_validate_20260723_023558_96760,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
p4_validate_20260723_023558_96760,0x10102,0x1E200,0x30D301,robotol.ext,3,3,THUMB,plat_10102_register,ACCEPTED
p4_validate_20260723_023558_96760,0x10140,0x5,0x30630D,robotol.ext,3,3,THUMB,plat_10140_register,ACCEPTED
p4_validate_20260723_023558_96760,0x10162,0xE200,0x30D249,robotol.ext,3,3,THUMB,plat_10162_alloc,ACCEPTED
p4_validate_20260723_023558_96760,0x10165,0xE200,0x30D2F9,robotol.ext,3,3,THUMB,plat_10165_alloc,ACCEPTED
