run_id,ctor_publishes,push_requires,extra_field,verdict
ffp_validate_20260724_033705_36171,8byte_list_control_head_count,same_list_control_plus_internal_node_alloc,none_observed,LIST_CONTROL_ONLY_IS_SUFFICIENT
