run_id,target,target_va,nearest_caller,nearest_pc,depth_remaining,first_unentered,blocking_predicate,source_subsystem,evidence,verdict
p5_validate_20260723_033710_58895,resource_open,0x0,0x0,0x0,99,entry_branch,UNKNOWN,display,NOT_REACHED,DISPLAY_PATH_NOT_REACHED
p5_validate_20260723_033710_58895,bitmap_decode,0x0,0x0,0x0,99,entry_branch,UNKNOWN,display,NOT_REACHED,DISPLAY_PATH_NOT_REACHED
p5_validate_20260723_033710_58895,screen_buf,0x0,0x0,0x0,99,entry_branch,UNKNOWN,display,NOT_REACHED,DISPLAY_PATH_NOT_REACHED
p5_validate_20260723_033710_58895,draw_blit,0x2801E4,0x0,0x0,99,entry_branch,UNKNOWN,display,NOT_REACHED,DISPLAY_PATH_NOT_REACHED
p5_validate_20260723_033710_58895,_DispUpEx,0x2801E8,0x0,0x0,99,entry_branch,UNKNOWN,display,NOT_REACHED,DISPLAY_PATH_NOT_REACHED
p5_validate_20260723_033710_58895,guiDrawBitmap,0x0,0x0,0x0,99,entry_branch,UNKNOWN,display,NOT_REACHED,DISPLAY_PATH_NOT_REACHED
