run_id,phase,package,package_id,generation,archive,source,appid,appver,internal_name,valid
1784719272347,"before_appinfo_bind","gwy/gamelist.mrp",2,5,"C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\game_files\mythroad\320x480/gwy/gamelist.mrp","MRP_HEADER",400101,1006,"gamelist.mrp",1
