run_id,seq,tick,event,queue,nested,cb,cons,helper,detail
launcher_20260728_030118_61500,1,0,drain_scheduled,1,0,0,0,0,handler=0x305EB9
launcher_20260728_030118_61500,2,0,drain_trigger,1,0,0,0,0,pc=0x305EB8
launcher_20260728_030118_61500,3,0,drain_trigger,1,0,0,0,0,pc=0x305EB8
launcher_20260728_030118_61500,4,0,consumer_enter,1,0,0,1,0,pc=0x2DC80C
launcher_20260728_030118_61500,5,0,consumer_enter,1,0,0,2,0,pc=0x2DC80C
launcher_20260728_030118_61500,6,0,consumer_exit,1,0,0,1,0,leave_2DC80C
