run_id,init_epoch,source,helper,method,caller_pc,caller_lr,entry_pc,P,chunk,ERW,input,input_len,return_value,insn_count,timer_registered,event_handler_registered,platform_state_allocated,previous_method0_count
1784723320206,2,timer,0x2E3089,2,0x80000,0xA2548,0x2E3088,0x2AC8DC,0x682B24,0x682B6C,0x0,0,0,0,1,0,1,0
1784723320206,2,host_fast_real,0x2E3089,6,0x28025C,0xA2548,0x2E3088,0x2AC8DC,0x682B24,0x682B6C,0x0,2011,0,0,1,0,1,0
1784723320206,2,host_fast_real,0x2E3089,8,0x28025C,0xA2548,0x2E3088,0x2AC8DC,0x682B24,0x682B6C,0x692594,16,0,0,1,0,1,0
