run_id,seq,api_id,slot,caller_pc,lr,r0,r1,r2,r3,ret_r0,kind,class,count
pa11_C_20260725_200021,1,0x10132,28,0x304588,0x304589,0x10132,0x10,0x0,0x0,0x6BBB0C,plat_10132_malloc,closed,3
