run_id,timer_id,owner_generation,period_ms,repeating,rearm_source,outstanding,inflight,delivery_count,dropped,duplicate,verdict
manual_20260724_220952,1,3,50,1,platform_timer,0,0,10,0,0,TIMER_CADENCE_VALID
