run_id,seq,phase,decision,shell_mode,armed,target_observed,gbrwcore_started,gbrwcore_first_pc,gbrwcore_exit_seen,already_continued,gamelist_started,pc,lr,sp,r9,active_p,active_chunk,active_erw,active_helper,package_id,module_id,active_package,active_module,target,param,note
1784648712654,1,br_exit_enter,GWY_CONTINUE_READY,1,1,1,1,1,1,0,0,0x28025C,0xA2548,0x27FB48,0x2B0D18,0x2AC8DC,0x682A5C,0x2B0D18,0x30CFE9,0,3,"gwy/gbrwcore.mrp","gbrwcore.ext","gwy/gamelist.mrp","napptype=12_nextid=482_ncode=512_narg=0_narg1=1_nmrpname=gwy/jjfb.mrp_gwyblink","ready_to_continue"
1784648712654,2,try_continue,GWY_CONTINUE_READY,1,1,1,1,1,1,0,0,0x28025C,0xA2548,0x27FB48,0x2B0D18,0x2AC8DC,0x682A5C,0x2B0D18,0x30CFE9,0,3,"gwy/gbrwcore.mrp","gbrwcore.ext","gwy/gamelist.mrp","napptype=12_nextid=482_ncode=512_narg=0_narg1=1_nmrpname=gwy/jjfb.mrp_gwyblink","ready_to_continue"
