run_id,slot_or_helper,arg_order,size,alignment,return_convention,returned_ptr,zero_init,verdict
ffp_event_20260724_185427_35943,robotol_2D99AC_then_dsm_mr_malloc,r0=size,0x0,4,r0=pointer,0x0,via_memset_fp,NODE_ALLOCATOR_SIZE_ZERO
