run_id,plat,ptr,size,handler,owner_store,reads,writes,digest_alloc,digest_latest,alloc_insn
ffp_validate_20260724_024141_66224,0x10162,0x682AEC,0xE200,0x30D249,0x0,0,0,0xDFDE6AC5,0xDFDE6AC5,0
ffp_validate_20260724_024141_66224,0x10165,0x690CF4,0xE200,0x30D2F9,0x0,0,0,0xDFDE6AC5,0xDFDE6AC5,0
ffp_validate_20260724_024141_66224,0x10162,0x69EF14,0xE200,0x30D249,0x2B2158,0,0,0xDFDE6AC5,0xDFDE6AC5,0
ffp_validate_20260724_024141_66224,0x10165,0x6AD11C,0xE200,0x30D2F9,0x2B215C,66,0,0xDFDE6AC5,0x167B6FB9,0
