run_id,seq,class,guest_pc,lr,sp,r9,cpsr,fault_addr,fault_size,is_write,is_fetch,uc_err,end_reason,handler,owner_generation,draw_count,refresh_count
pa11_C_20260725_200021,1,CALLBACK_GUEST_EXECUTION_FAULT,0x2FEC3C,0x80000,0x0,0x2B1854,0x0,0x0,2,1,0,0,?,0x30630D,3,0,0
