run_id,call_id,r0,matched_oid,word0,word4,word8,wordc,lr,r1,wrapper_guess,classification
task13_C3_212745,1,0x6BBAC8,4,0x5,0x6BBAB8,0x4,0x0,0x2DC8D9,0x1,0,framing_entry
