run_id,variable,value,source,whitelisted
1784665648370,"GWY_CALLBACK_FRAME","1","whitelist_set",1
1784665648370,"GWY_LAUNCH","1","whitelist_set",1
1784665648370,"GWY_LAUNCH_PARAM","napptype=12_nextid=482_ncode=512_narg=0_narg1=1_nmrpname=gwy/jjfb.mrp_gwyblink","whitelist_set",1
1784665648370,"GWY_LAUNCH_TARGET","gwy/gbrwcore.mrp","whitelist_set",1
1784665648370,"GWY_MODULE_R9_SWITCH","1","whitelist_set",1
1784665648370,"GWY_OVERLAY_ROOT","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\out\vmrp_run\overlay\e10a31f\1784665648370","whitelist_set",1
1784665648370,"GWY_PACKAGE_APPID","400101","whitelist_set",1
1784665648370,"GWY_PACKAGE_APPVER","12","whitelist_set",1
1784665648370,"GWY_PROFILE","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\profiles\jjfb.json","whitelist_set",1
1784665648370,"GWY_RESOURCE_ROOT","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\game_files\mythroad\320x480","whitelist_set",1
1784665648370,"JJFB_DISABLE_JJFB_ALIAS_DIRECT","1","whitelist_set",1
1784665648370,"JJFB_DISPLAY_FIRST","1","whitelist_set",1
1784665648370,"JJFB_E10A_MODE","1","whitelist_set",1
1784665648370,"JJFB_E10A_RUN_ID","1784665648370","whitelist_set",1
1784665648370,"JJFB_E10A_SHELL_TRACE","1","whitelist_set",1
1784665648370,"JJFB_E10A31_RUN_ID","1784665648370","whitelist_set",1
1784665648370,"JJFB_E10A31_TIMER_CONTEXT","1","whitelist_set",1
1784665648370,"JJFB_E10A31_TIMER_CSV","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\reports\e10a31_timer_binding_trace.csv","whitelist_set",1
1784665648370,"JJFB_E10A31_WAIT_FIRE_N","3","whitelist_set",1
1784665648370,"JJFB_E10A31_WAIT_FOR_TIMER","1","whitelist_set",1
1784665648370,"JJFB_E10A31_WAIT_MS","100000","whitelist_set",1
1784665648370,"JJFB_E10A31C_INIT_ATOMICITY","1","whitelist_set",1
1784665648370,"JJFB_E10A31C_INIT_CSV","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\reports\e10a31c_init_sequence_trace.csv","whitelist_set",1
1784665648370,"JJFB_E10A31C_MODE","1","whitelist_set",1
1784665648370,"JJFB_E10A31C_RUN_ID","1784665648370","whitelist_set",1
1784665648370,"JJFB_E10A31D_APPINFO","1","whitelist_set",1
1784665648370,"JJFB_E10A31D_APPINFO_CSV","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\reports\e10a31d_appinfo_contract.csv","whitelist_set",1
1784665648370,"JJFB_E10A31D_CALL_CSV","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\reports\e10a31d_method0_call_tree.csv","whitelist_set",1
1784665648370,"JJFB_E10A31D_HIST_CSV","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\reports\e10a31d_helper_call_history.csv","whitelist_set",1
1784665648370,"JJFB_E10A31D_HISTORY","1","whitelist_set",1
1784665648370,"JJFB_E10A31D_INSN_BUDGET","20000","whitelist_set",1
1784665648370,"JJFB_E10A31D_INSN_CSV","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\reports\e10a31d_method0_instruction_trace.csv","whitelist_set",1
1784665648370,"JJFB_E10A31D_METHOD0_TRACE","1","whitelist_set",1
1784665648370,"JJFB_E10A31D_MODE","1","whitelist_set",1
1784665648370,"JJFB_E10A31D_PROV_CSV","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\reports\e10a31d_method0_return_provenance.csv","whitelist_set",1
1784665648370,"JJFB_E10A31D_RUN_ID","1784665648370","whitelist_set",1
1784665648370,"JJFB_E10A31E_BIND_CSV","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\reports\e10a31e_appinfo_binding_trace.csv","whitelist_set",1
1784665648370,"JJFB_E10A31E_BINDING","1","whitelist_set",1
1784665648370,"JJFB_E10A31E_META_CSV","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\reports\e10a31e_package_metadata_trace.csv","whitelist_set",1
1784665648370,"JJFB_E10A31E_METADATA","1","whitelist_set",1
1784665648370,"JJFB_E10A31E_MODE","1","whitelist_set",1
1784665648370,"JJFB_E10A31E_RUN_ID","1784665648370","whitelist_set",1
1784665648370,"JJFB_E10A31F_ABI_CSV","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\reports\e10a31f_method0_abi_compare.csv","whitelist_set",1
1784665648370,"JJFB_E10A31F_BRANCH_CSV","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\reports\e10a31f_fail_branch_trace.csv","whitelist_set",1
1784665648370,"JJFB_E10A31F_CONTINUE_PAST_SENTINEL","1","whitelist_set",1
1784665648370,"JJFB_E10A31F_DENSE_CSV","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\reports\e10a31f_failsite_dense_trace.csv","whitelist_set",1
