run_id,event,pc,r0,r1,r2,r3,r4,r9,ptr,hex,note
1784718231813,SMSGETBYTES_CALL,0x2E5396,0x349,0x27FA30,0x3,0x0,0x0,0x682B6C,0x27FA30,,"pos_dst_len"
1784718231813,MR_TABLE,0x2E31AE,0x80160,0x94E94,0x280CD4,0x94E94,0x281EFC,0x280400,0x281EFC,,"slot0_slotC_slot1C0"
1784718231813,SMS_CFG_AT_349,0x2E31AE,0x280CD4,0x349,0x8,0x0,0x281EFC,0x280400,0x28101D,4750540000000000,"expect_GPT"
1784718231813,MR_TABLE,0x2E31AE,0x80160,0x94E94,0x280CD4,0x94E94,0x281EFC,0x280400,0x281EFC,,"slot0_slotC_slot1C0"
1784718231813,SMS_CFG_AT_349,0x2E31AE,0x280CD7,0x349,0x8,0x0,0x281EFC,0x280400,0x281020,0000000000000000,"expect_GPT"
