run_id,seq,start_t_guest,filename_ptr,filename,ext_ptr,ext,entry_ptr,entry,raw_hex,verdict,note
1784647402479,1,0x2803D4,0, "gwy/gbrwcore.mrp",0,"start.mr",0,"napptype=12_nextid=482_ncode=512_narg=0_narg1=1_nmrpname=gwy/jjfb.mrp_gwyblink","D4292800EC292800FC292800","START_DSM_PARAM_ABI_CONFIRMED","start_t_fields"
