run_id,request_id,identity,event,app,ctx,payload,stack0,stack1,r0,r1,r2,r3,r4,r5,r6,r7,caller_pc,caller_lr,insn,handler,sec_handler,state,digest_before,digest_after,ctx_before,ctx_after,ret,reads,writes,stack_reads,ctx_touch,changed,acked
p17_hit3_20260801_144835_85006,1,0xC15442057B8F762F,0x1E209,0x9,0x6AD12C,0x0,0x0,0x0,0x1E209,0x9,0x0,0x0,0x1E209,0x9,0x0,0x280058,0x304599,0x304599,1,0x30D311,0x30D309,DELIVERED,0xFF5FCBC8,0xFF5FCBC8,0xDFDE6AC5,0xDFDE6AC5,0,0,0,2,0,0,0
p17_hit3_20260801_144835_85006,2,0xC15442057B8F762F,0x1E209,0x9,0x6AD12C,0x0,0x0,0x0,0x1E209,0x9,0x0,0x0,0x1E209,0x9,0x0,0x280058,0x304599,0x304599,2,0x30D311,0x30D309,DELIVERED,0xFF5FCBC8,0xFF5FCBC8,0xDFDE6AC5,0xDFDE6AC5,0,0,0,2,0,0,0
p17_hit3_20260801_144835_85006,3,0xC15442057B8F762F,0x1E209,0x9,0x6AD12C,0x0,0x0,0x0,0x1E209,0x9,0x0,0x0,0x1E209,0x9,0x0,0x280058,0x304599,0x304599,3,0x30D311,0x30D309,DELIVERED,0xFF5FCBC8,0xFF5FCBC8,0xDFDE6AC5,0xDFDE6AC5,0,0,0,2,0,0,0
p17_hit3_20260801_144835_85006,4,0xC15442057B8F762F,0x1E209,0x9,0x6AD12C,0x0,0x0,0x0,0x1E209,0x9,0x0,0x0,0x1E209,0x9,0x0,0x280058,0x304599,0x304599,4,0x30D311,0x30D309,DELIVERED,0xFF5FCBC8,0xFF5FCBC8,0xDFDE6AC5,0xDFDE6AC5,0,0,0,2,0,0,0
