run_id,plat_code,r0,r1,r2,r3,r4,r5,r6,r7,stack0,stack1,size,handler,ret,caller_pc,caller_lr,er_rw,r9,store_addr,store_is_b50,store_is_b54
ffp_validate_20260724_024141_66224,0x10162,0x10162,0xE200,0x30D249,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xE200,0x30D249,0x682AEC,0x304589,0x304589,0x2B1858,0x2B1858,0x0,0,0
ffp_validate_20260724_024141_66224,0x10165,0x10165,0xE200,0x30D2F9,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xE200,0x30D2F9,0x690CF4,0x304589,0x304589,0x2B1858,0x2B1858,0x0,0,0
ffp_validate_20260724_024141_66224,0x10162,0x10162,0xE200,0x30D249,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xE200,0x30D249,0x69EF14,0x304589,0x304589,0x2B1858,0x2B1858,0x2B2158,0,0
ffp_validate_20260724_024141_66224,0x10165,0x10165,0xE200,0x30D2F9,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xE200,0x30D2F9,0x6AD11C,0x304589,0x304589,0x2B1858,0x2B1858,0x2B215C,0,0
